model_name,f1,f3,f5,recall,negative predictive value,precision,roc_auc,training_time,prediction_time
XGBoost,0.26667980489727544,0.5459335374734235,0.6507730695457395,0.7395343753415674,0.9799346592344352,0.16266964790171543,0.8346230240747484,18.32111930847168,0.4157140254974365
RandomOver_XGBoost,0.2654615957071795,0.5454552770936952,0.6511096002778618,0.7407913433162094,0.9799776262743526,0.16170400591701858,0.8346275689846216,41.85458016395569,0.42981958389282227
RandomOver_XGBoost_RFECV,0.26142560499912665,0.5400453812910416,0.6459600523782297,0.7362006776696907,0.9795423626091858,0.15893109957527135,0.8299615700044517,27.278311491012573,0.09610795974731445
XGBoost_RFECV,0.2609416122429087,0.5376063364046045,0.6423906582838325,0.7315007104601596,0.9792190982958222,0.15879324253784463,0.827543742377052,12.151781558990479,0.09111666679382324
SMOTENC_XGBoost_RFECV,0.20828647807847442,0.5244649718031409,0.6842675769451332,0.8452289867745109,0.9851340143410567,0.1187782718552481,0.8261785311106243,282.8197841644287,0.09073829650878906
