model_name,f1,f3,f5,recall,negative predictive value,precision,roc_auc,training_time,prediction_time
Forest,0.20518345760930262,0.5240004697750114,0.688612060412303,0.8568449931412895,0.9860272813448943,0.11654601089633555,0.8273929430891503,121.33453178405762,1.230919599533081
RandomOver_Forest,0.2036193220911062,0.5230739473491139,0.6894948449773611,0.8606310013717421,0.9862609128379328,0.11546927567599402,0.8275068485750731,159.73453450202942,1.2101366519927979
Forest_RFECV,0.19507813461301834,0.5141726665369397,0.687075374204087,0.8699039780521262,0.9865586521236309,0.1098569102310917,0.8292249444377917,85.12217688560486,0.9331264495849609
RandomOver_Forest_RFECV,0.19241683269939022,0.5116719648075008,0.6870470789181301,0.8743484224965706,0.986786377851892,0.10810352430378888,0.8293033317226295,138.12453484535217,0.9580047130584717
