f1,f3,f5,recall,negative predictive value,precision,roc_auc,data_frac,training_time,prediction_time,model_name
0.2977211983980548,0.4351926457109562,0.46868614343797504,0.4924231064581941,0.9666527727131841,0.21376629038286396,0.7984030432426631,0.012287787272810434,1.1529948976304796,0.6959782941841784,Random Forest
0.2950904497138254,0.4631950985456467,0.507814231590523,0.5403808666966561,0.9690803194733789,0.2031258268540872,0.8034292785094386,0.018329807108324353,1.3296174296626337,0.6905599567625258,Random Forest
0.29067205366289595,0.48422908920880176,0.539605468833283,0.5811761338077127,0.971172097046087,0.19390573256057875,0.8082030826292863,0.027342744561652338,1.6085381044281855,0.67866184314092,Random Forest
0.28571976220025946,0.5001792160652192,0.565532923285118,0.6158416145258251,0.9729776785350118,0.18605160799470388,0.8120945902867357,0.040787427589690214,2.1258239845434823,0.6892583171526591,Random Forest
0.28058497554265693,0.5120316629089473,0.5864630456126158,0.6450726904674273,0.9745187381175835,0.1792889130294649,0.815599454999666,0.06084298690766427,2.969125360250473,0.6693949848413467,Random Forest
0.27604419659764623,0.5203512866976211,0.6023755467024036,0.6682102586408807,0.9757561563801754,0.17395662142941326,0.8183716630145687,0.09076005216818141,4.466771104119041,0.6749493859030984,Random Forest
0.2713767122952833,0.5277875292187827,0.6175610644218082,0.6910247647089752,0.9770004275300609,0.16884387584897328,0.8210985019661242,0.13538761800225443,7.492346525192261,0.6506615366254535,Random Forest
0.2669077908851649,0.5318778224205096,0.6277594460255222,0.7074714758925285,0.9778818967900148,0.16448291749342026,0.8233564962210151,0.20195897501643797,15.572734832763672,0.6311905384063721,Random Forest
0.26555134082657483,0.5345854819075854,0.6332936708492752,0.7159121580174211,0.9783716202662637,0.16300793395595545,0.8244352880600309,0.30126409040604457,24.3261243502299,0.7752458254496256,Random Forest
0.2636793708102278,0.5361784371445601,0.6375431481381462,0.7229665071770335,0.9787603388070261,0.16124422065624533,0.8252086884179447,0.4493984590721666,43.76848649978638,0.6476050615310669,Random Forest
0.2611060743427017,0.5377001628902466,0.6423919611485354,0.731394920868605,0.9792175690991622,0.15892006013883114,0.8260977653079141,0.6703718811765348,117.47037863731384,0.6647217273712158,Random Forest
0.26091748897753514,0.5377309506295704,0.6426184841192498,0.7318365844681635,0.9792397994073399,0.1587595611835907,0.8261245969253439,1.0,111.45169949531555,0.6369214057922363,Random Forest
0.2502754536574268,0.4439674260734954,0.5063786397890252,0.5560215592348556,0.9685293419577968,0.16333413647020256,0.7690272818522232,0.0005011872336272724,0.6439461539562483,0.04916226367902636,XGBoost
0.25047088910255694,0.47244797665398464,0.548954938100954,0.6115593967894877,0.9715553716446019,0.15856553130921147,0.7810970718569212,0.000747625680163769,0.546472343296459,0.04824469012828932,XGBoost
0.24920832968867498,0.4926220044275191,0.5810912748036409,0.6551667904463958,0.9740310467552654,0.15447827801448732,0.7916454472963154,0.0011152402139117906,0.5536492275340217,0.047827537304588726,XGBoost
0.2487285412449196,0.5063733909701008,0.6033427092208614,0.68584073777173,0.9758673815030418,0.15228900480909985,0.8005878920479639,0.0016636142493842226,0.5917366403906595,0.04907392503417867,XGBoost
0.2480352751089216,0.5154766697812183,0.6186619114525336,0.7074700110049678,0.9771939149311231,0.150613685656653,0.8071568053995878,0.002481628922836827,0.6414665713239072,0.04841290125206335,XGBoost
0.24734481702357955,0.5221688197880903,0.630209311655301,0.7240095966411757,0.9782266364707718,0.14927218993192418,0.8126550919364085,0.0037018690558462053,0.6882364555641457,0.048598468745196306,XGBoost
0.2473647443284431,0.5262229917670351,0.6369416077509754,0.7335442690487761,0.9788499955535024,0.14886139484081776,0.8164452188736293,0.005522112665807593,0.7714599008718248,0.04909719419742816,XGBoost
0.24688374785732492,0.5289301279153322,0.6419061737593494,0.7409040720045504,0.9793164028160284,0.1481770916705699,0.8191804728760577,0.008237387069571018,0.8988949562892441,0.05172410090107563,XGBoost
0.24687566893091875,0.5313205170303721,0.645883845645749,0.7465314412682834,0.9796899824655895,0.1479186141293031,0.821339312421995,0.012287787272810434,1.0539653301239014,0.05163564799744406,XGBoost
0.24662696897324304,0.532894126534911,0.648788955476816,0.7508744666639404,0.9799710289902626,0.14755775554627962,0.8228427650563302,0.018329807108324353,1.4275388320287068,0.049543279188650625,XGBoost
0.24680912166774327,0.5339664725128461,0.6504134640732716,0.75307119780804,0.9801259562155482,0.1475987550818003,0.8238715670923017,0.027342744561652338,1.534840875201755,0.05276472700966729,XGBoost
0.24663308556765515,0.5345824752725311,0.6516457173805793,0.7549840510366826,0.9802483193767643,0.14739633424678827,0.8243885142823206,0.040787427589690214,1.809302071730296,0.05823376774787903,XGBoost
0.24647221935649194,0.535006463834595,0.6525403220871635,0.756404122193596,0.9803381119492627,0.1472258005907222,0.8248711413896652,0.06084298690766427,2.72175033390522,0.05331467092037201,XGBoost
0.24673879206608795,0.5355457160544449,0.6531765145440422,0.7571184796065179,0.9803967993728048,0.14738838900473433,0.8252189688736543,0.09076005216818141,3.2856504917144775,0.055077986283735794,XGBoost
0.24666283429315103,0.5352699110576636,0.6527863281495486,0.7566118092433882,0.9803593668248596,0.14735376246932694,0.8253563815262537,0.13538761800225443,4.118149246488299,0.05784893035888672,XGBoost
0.24651074093019584,0.5351592634960616,0.652762255127699,0.7566985645933013,0.9803591584549896,0.14724245079844683,0.825526058394335,0.20195897501643797,5.256247639656067,0.054363369941711426,XGBoost
0.24677628905001728,0.5360392385008773,0.6539740936983822,0.7582382529750951,0.9804741890101044,0.1473701362167889,0.8256981468213388,0.30126409040604457,6.214622974395752,0.06339144706726074,XGBoost
0.24645879740610294,0.5361036068601088,0.6544267760923472,0.7591461170408539,0.9805236629312251,0.14710913652261226,0.825825165061487,0.4493984590721666,8.310752987861633,0.06460905075073242,XGBoost
0.24621565392065428,0.5353744397183773,0.6534366349829377,0.7578947368421053,0.9804289097551977,0.14698282630729917,0.8258585211862666,0.6703718811765348,13.389841079711914,0.06553959846496582,XGBoost
0.24621565392065428,0.5353744397183773,0.6534366349829377,0.7578947368421053,0.9804289097551977,0.14698282630729917,0.8258585211862666,1.0,13.286159753799438,0.06383585929870605,XGBoost
